SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
843,J. Buksh & Co. Ltd,Arnica,Ointment,Arnica Flower,H-64-A-63,Homeopathic
844,J. Buksh & Co. Ltd,Rhus Tox,Ointment,FALSE,H-64-A-64,Homeopathic
845,J. Buksh & Co. Ltd,Alfaton,Syrup,FALSE,H-64-A-70,Homeopathic
846,J. Buksh & Co. Ltd,Trefola,Syrup,Alfalfa 1X + Cal Phos 8X + Cinchona off 2X + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-64-A-72,Homeopathic
847,J. Buksh & Co. Ltd,Iodate,Syrup,FALSE,H-64-A-74,Homeopathic
848,J. Buksh & Co. Ltd,Azmalin,Drops,FALSE,H-64-A-76,Homeopathic
849,J. Buksh & Co. Ltd,Gastocure,Drops,Acid Sulph. 4x + Capsicum 3x + Nat Phos 3X + Phosphorus 5x + Robinia 2x,H-64-A-77,Homeopathic
850,J. Buksh & Co. Ltd,Asqular,Drops,Aesculus 1X + Arnica 2X + Carddus Mar 1X + Collinsonia 1X + Kali Flour 6X,H-64-A-78,Homeopathic
851,J. Buksh & Co. Ltd,Profest,Drops,Aconite Nap 4X + Chimaphila 3X + Coccus 6X + Echinacea Purf 3X + Solidago 3X + Uva Ursi 3X,H-64-A-79,Homeopathic
852,J. Buksh & Co. Ltd,Phytolock,Tablet,FALSE,H-64-A-80,Homeopathic
853,J. Buksh & Co. Ltd,Leucobuksh,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-64-A-81,Homeopathic
854,J. Buksh & Co. Ltd,Ambra Forte,Tablet,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-64-A-82,Homeopathic
855,J. Buksh & Co. Ltd,Gastogin,Tablet,Arsenicum Alb 5X + Bismutum Subnitricum 2X + Capsicum 5X + Iris 3X + Robinia Pseudacacia,H-64-A-83,Homeopathic
856,J. Buksh & Co. Ltd,Diabuksh,Tablet,Cal Phos 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-64-A-85,Homeopathic
857,J. Buksh & Co. Ltd,Cactas,Tablet,FALSE,H-64-A-86,Homeopathic
858,J. Buksh & Co. Ltd,Strobuksh,Tablet,Atropinum Sulph 5X + Heper Sulph 3X + Kali Bi 4X + Marc Bin Iod 8X + Silicea 2X,H-64-A-87,Homeopathic
859,J. Buksh & Co. Ltd,Adetit,Tablet,Nat Phos 3X + Nat Sulph 3X + Silica 12X,H-64-A-88,Homeopathic
860,J. Buksh & Co. Ltd,Aedobuksh,Tablet,Aconite Nap 7X + Bryonia Alb 7X + Eupatorium 7X + Gelsemium 7X + Ipecac 6X + Phosphorus 12x,H-64-A-89,Homeopathic
861,Korotowa Homoeo Hall & Laboratory,Andrographis Paniculata,Liquid,FALSE,H-74-A-2,Homeopathic
862,Korotowa Homoeo Hall & Laboratory,Justica Adhatoda,Liquid,FALSE,H-74-A-2,Homeopathic
863,Korotowa Homoeo Hall & Laboratory,Terminalia Arjuna,Liquid,FALSE,H-74-A-4,Homeopathic
864,Korotowa Homoeo Hall & Laboratory,Nux Vomica,Liquid,FALSE,H-74-A-5,Homeopathic
865,Masud Homoeo Laboratories  Ltd.,Arnica Montana,Liquid,FALSE,H-65-A-1,Homeopathic
866,Masud Homoeo Laboratories  Ltd.,Hydratis Can.,Liquid,FALSE,H-65-A-2,Homeopathic
867,Maxfair & Company Ltd. Homoeo,Acomax,Liquid,FALSE,H-46-A-001,Homeopathic
868,Maxfair & Company Ltd. Homoeo,Nux Vomica,Liquid,FALSE,H-46-A-002,Homeopathic
869,Maxfair & Company Ltd. Homoeo,Justicia Adhatoda,Liquid,FALSE,H-46-A-003,Homeopathic
870,Maxfair & Company Ltd. Homoeo,Cinchona Officinalis (China),Liquid,FALSE,H-46-A-004,Homeopathic
871,Maxfair & Company Ltd. Homoeo,Calcarea Fluorica,Tablet,Calcarea Fluorica,H-46-A-005,Homeopathic
872,Maxfair & Company Ltd. Homoeo,Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-46-A-006,Homeopathic
873,Maxfair & Company Ltd. Homoeo,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-46-A-007,Homeopathic
874,Maxfair & Company Ltd. Homoeo,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-46-A-008,Homeopathic
875,Maxfair & Company Ltd. Homoeo,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-46-A-009,Homeopathic
876,Maxfair & Company Ltd. Homoeo,Kali Muriaticum,Tablet,Kali Muriaticum,H-46-A-010,Homeopathic
877,Maxfair & Company Ltd. Homoeo,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-46-A-011,Homeopathic
878,Maxfair & Company Ltd. Homoeo,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-46-A-012,Homeopathic
879,Maxfair & Company Ltd. Homoeo,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-46-A-013,Homeopathic
880,Maxfair & Company Ltd. Homoeo,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-46-A-014,Homeopathic
881,Maxfair & Company Ltd. Homoeo,Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-46-A-015,Homeopathic
882,Maxfair & Company Ltd. Homoeo,Silicea,Tablet,Silicea,H-46-A-016,Homeopathic
883,Maxfair & Company Ltd. Homoeo,Antim Crude 3X,Tablet,Antim Crude 3X,H-46-A-017,Homeopathic
884,Maxfair & Company Ltd. Homoeo,Antim Tart 3X,Tablet,Antim Tart 3X,H-46-A-018,Homeopathic
885,Maxfair & Company Ltd. Homoeo,Santonine 3X,Tablet,Santonine 3X,H-46-A-019,Homeopathic
886,Maxfair & Company Ltd. Homoeo,Acidum Phosphoricum 1X,Liquid,Acidum Phosphoricum 1X,H-46-A-020,Homeopathic
887,Maxfair & Company Ltd. Homoeo,Acidum Nitricum 1X,Liquid,Acidum Nitricum 1X,H-46-A-021,Homeopathic
888,Maxfair & Company Ltd. Homoeo,Agnus Castus,Liquid,FALSE,H-46-A-022,Homeopathic
889,Maxfair & Company Ltd. Homoeo,Alfalfa,Liquid,FALSE,H-46-A-023,Homeopathic
890,Maxfair & Company Ltd. Homoeo,Amyl Nitrosum 1X,Liquid,Amyl Nitrosum 1X,H-46-A-024,Homeopathic
891,Maxfair & Company Ltd. Homoeo,Apis Mellifica,Liquid,FALSE,H-46-A-025,Homeopathic
892,Maxfair & Company Ltd. Homoeo,Arnica Montana,Liquid,FALSE,H-46-A-026,Homeopathic
893,Maxfair & Company Ltd. Homoeo,Terminalia Arjuna,Liquid,FALSE,H-46-A-027,Homeopathic
894,Maxfair & Company Ltd. Homoeo,Asoka,Liquid,FALSE,H-46-A-028,Homeopathic
895,Maxfair & Company Ltd. Homoeo,Avena Sativa,Liquid,FALSE,H-46-A-029,Homeopathic
896,Maxfair & Company Ltd. Homoeo,Berberis Vulgaris,Liquid,FALSE,H-46-A-030,Homeopathic
897,Maxfair & Company Ltd. Homoeo,Belladonna,Liquid,FALSE,H-46-A-031,Homeopathic
898,Maxfair & Company Ltd. Homoeo,Bryonia Alba,Liquid,FALSE,H-46-A-032,Homeopathic
899,Maxfair & Company Ltd. Homoeo,Cantharis,Liquid,FALSE,H-46-A-033,Homeopathic
900,Maxfair & Company Ltd. Homoeo,Calendula Off,Liquid,FALSE,H-46-A-034,Homeopathic
901,Maxfair & Company Ltd. Homoeo,Ceanothus Am,Liquid,FALSE,H-46-A-035,Homeopathic
902,Maxfair & Company Ltd. Homoeo,Chelidonium Majus,Liquid,FALSE,H-46-A-036,Homeopathic
903,Maxfair & Company Ltd. Homoeo,Cina,Liquid,FALSE,H-46-A-037,Homeopathic
904,Maxfair & Company Ltd. Homoeo,Crataegus Ox,Liquid,FALSE,H-46-A-038,Homeopathic
905,Maxfair & Company Ltd. Homoeo,Gossypium,Liquid,FALSE,H-46-A-039,Homeopathic
906,Maxfair & Company Ltd. Homoeo,Hydrastis Can,Liquid,FALSE,H-46-A-040,Homeopathic
907,Maxfair & Company Ltd. Homoeo,Kalmegh,Liquid,FALSE,H-46-A-041,Homeopathic
908,Maxfair & Company Ltd. Homoeo,Ipecac,Liquid,FALSE,H-46-A-042,Homeopathic
909,Maxfair & Company Ltd. Homoeo,Kreosote 2X,Liquid,Kreosote 2X,H-46-A-043,Homeopathic
910,Maxfair & Company Ltd. Homoeo,Mullein,Liquid,FALSE,H-46-A-044,Homeopathic
911,Maxfair & Company Ltd. Homoeo,Phytolacca Decandra,Liquid,FALSE,H-46-A-045,Homeopathic
912,Maxfair & Company Ltd. Homoeo,Pinus Lamb,Liquid,FALSE,H-46-A-046,Homeopathic
913,Maxfair & Company Ltd. Homoeo,Plantago Major,Liquid,FALSE,H-46-A-047,Homeopathic
914,Maxfair & Company Ltd. Homoeo,Pulsatilla,Liquid,FALSE,H-46-A-048,Homeopathic
915,Maxfair & Company Ltd. Homoeo,Rhus Tox,Liquid,FALSE,H-46-A-049,Homeopathic
916,Maxfair & Company Ltd. Homoeo,Blatta Orientalis,Liquid,FALSE,H-46-A-050,Homeopathic
917,Maxfair & Company Ltd. Homoeo,Buchi,Liquid,FALSE,H-46-A-051,Homeopathic
918,Maxfair & Company Ltd. Homoeo,Syzygium Jambolanum,Liquid,FALSE,H-46-A-053,Homeopathic
919,Maxfair & Company Ltd. Homoeo,Capsicum Annuum,Liquid,FALSE,H-46-A-054,Homeopathic
920,Maxfair & Company Ltd. Homoeo,Borax,Liquid,FALSE,H-46-A-055,Homeopathic
921,Maxfair & Company Ltd. Homoeo,Uranium Nitricum,Liquid,FALSE,H-46-A-056,Homeopathic
922,Maxfair & Company Ltd. Homoeo,Oleum Jec,Liquid,FALSE,H-46-A-057,Homeopathic
923,Maxfair & Company Ltd. Homoeo,Hepar Sulph Trituration,Tablet,Heper Sulphurics Calcareum,H-46-A-058,Homeopathic
924,Maxfair & Company Ltd. Homoeo,Merc Sol Trituraion,Tablet,Merc Sol Trituration,H-46-A-059,Homeopathic
925,Maxfair & Company Ltd. Homoeo,Selenium Trituration,Tablet,Selenium,H-46-A-060,Homeopathic
926,Maxfair & Company Ltd. Homoeo,Titanium Trituration,Tablet,Titanium,H-46-A-061,Homeopathic
927,Maxfair & Company Ltd. Homoeo,Amloki,Liquid,FALSE,H-46-A-062,Homeopathic
928,Maxfair & Company Ltd. Homoeo,Podophyllum,Liquid,FALSE,H-46-A-063,Homeopathic
929,Maxfair & Company Ltd. Homoeo,Ars Sulph Flav,Tablet,Ars Sulph Flav,H-46-A-064,Homeopathic
930,Maxfair & Company Ltd. Homoeo,Graphites,Tablet,Graphites,H-46-A-065,Homeopathic
931,Maxfair & Company Ltd. Homoeo,Ova Tosta,Tablet,Ova Tosta,H-46-A-066,Homeopathic
932,Maxfair & Company Ltd. Homoeo,Ashvagandha,Liquid,FALSE,H-46-A-067,Homeopathic
933,Maxfair & Company Ltd. Homoeo,Cassia Soph,Liquid,FALSE,H-46-A-068,Homeopathic
934,Maxfair & Company Ltd. Homoeo,Aralia R,Liquid,FALSE,H-46-A-069,Homeopathic
935,Maxfair & Company Ltd. Homoeo,Abroma Aug,Liquid,FALSE,H-46-A-070,Homeopathic
936,Maxfair & Company Ltd. Homoeo,Echinacea A,Liquid,FALSE,H-46-A-071,Homeopathic
937,Maxfair & Company Ltd. Homoeo,Salix Nig,Liquid,FALSE,H-46-A-072,Homeopathic
938,Maxfair & Company Ltd. Homoeo,Rouwolfia Ser,Liquid,FALSE,H-46-A-073,Homeopathic
939,Maxfair & Company Ltd. Homoeo,Thuja Occ,Liquid,FALSE,H-46-A-074,Homeopathic
940,Maxfair & Company Ltd. Homoeo,Aesculus Hip,Liquid,FALSE,H-46-A-075,Homeopathic
941,Maxfair & Company Ltd. Homoeo,Colocynthis,Liquid,FALSE,H-46-A-076,Homeopathic
942,Maxfair & Company Ltd. Homoeo,Sabal Ser,Liquid,FALSE,H-46-A-077,Homeopathic
943,Maxfair & Company Ltd. Homoeo,Hamamelis Virginiana,Liquid,FALSE,H-46-A-078,Homeopathic
944,Maxfair & Company Ltd. Homoeo,Damiana,Liquid,FALSE,H-46-A-079,Homeopathic
945,Maxfair & Company Ltd. Homoeo,Jaborandi,Liquid,FALSE,H-46-A-080,Homeopathic
946,Maxfair & Company Ltd. Homoeo,Urtica Urens,Liquid,FALSE,H-46-A-081,Homeopathic
947,Maxfair & Company Ltd. Homoeo,Senecio Aureus,Liquid,FALSE,H-46-A-082,Homeopathic
948,Maxfair & Company Ltd. Homoeo,Passiflora Inc,Liquid,FALSE,H-46-A-083,Homeopathic
949,Maxfair & Company Ltd. Homoeo,Aesculus Hip,Ointment,FALSE,H-46-A-084,Homeopathic
950,Maxfair & Company Ltd. Homoeo,Graphites,Ointment,Graphites 1X,H-46-A-085,Homeopathic
951,Maxfair & Company Ltd. Homoeo,Hamamelis,Ointment,FALSE,H-46-A-086,Homeopathic
952,Maxfair & Company Ltd. Homoeo,Cantharis,Ointment,FALSE,H-46-A-087,Homeopathic
953,Maxfair & Company Ltd. Homoeo,Rhus Tox,Ointment,FALSE,H-46-A-088,Homeopathic
954,Maxfair & Company Ltd. Homoeo,Arnica,Ointment,FALSE,H-46-A-089,Homeopathic
955,Maxfair & Company Ltd. Homoeo,Calendula,Ointment,FALSE,H-46-A-090,Homeopathic
956,Maxfair & Company Ltd. Homoeo,Allium Cepa,Liquid,FALSE,H-46-A-091,Homeopathic
957,Maxfair & Company Ltd. Homoeo,Allium Sativum,Liquid,Allium Sativum,H-46-A-092,Homeopathic
958,Maxfair & Company Ltd. Homoeo,Aurum Mur Nat,Tablet,Aurum Muriaticum Natronatum 3X,H-46-A-093,Homeopathic
959,Maxfair & Company Ltd. Homoeo,Baptisia Tinctoria,Liquid,FALSE,H-46-A-094,Homeopathic
960,Maxfair & Company Ltd. Homoeo,Berberis Aquifolium,Liquid,FALSE,H-46-A-095,Homeopathic
961,Maxfair & Company Ltd. Homoeo,Carduus Marianus,Liquid,FALSE,H-46-A-096,Homeopathic
962,Maxfair & Company Ltd. Homoeo,Carica Papaya,Liquid,FALSE,H-46-A-097,Homeopathic
963,Maxfair & Company Ltd. Homoeo,Caulophyllium Thalictroides,Liquid,FALSE,H-46-A-098,Homeopathic
964,Maxfair & Company Ltd. Homoeo,Cephalandra Indica,Liquid,FALSE,H-46-A-099,Homeopathic
965,Maxfair & Company Ltd. Homoeo,Chionanthus Virginica,Liquid,FALSE,H-46-A-100,Homeopathic
966,Maxfair & Company Ltd. Homoeo,Cholesterinum,Tablet,Cholesterinum 3X,H-46-A-101,Homeopathic
967,Maxfair & Company Ltd. Homoeo,Collinsonia Candensis,Liquid,FALSE,H-46-A-102,Homeopathic
968,Maxfair & Company Ltd. Homoeo,Condurango,Liquid,FALSE,H-46-A-103,Homeopathic
969,Maxfair & Company Ltd. Homoeo,Cyclamen Europaeum,Liquid,FALSE,H-46-A-104,Homeopathic
970,Maxfair & Company Ltd. Homoeo,Fraxinus Americana,Liquid,FALSE,H-46-A-105,Homeopathic
971,Maxfair & Company Ltd. Homoeo,Ginkgo Biloba,Liquid,FALSE,H-46-A-106,Homeopathic
972,Maxfair & Company Ltd. Homoeo,Ginseng,Liquid,FALSE,H-46-A-107,Homeopathic
973,Maxfair & Company Ltd. Homoeo,Glonoinum 2X,Liquid,Glonoinum 2X,H-46-A-108,Homeopathic
974,Maxfair & Company Ltd. Homoeo,Alstonia Scho,Liquid,FALSE,H-46-A-146,Homeopathic
975,Maxfair & Company Ltd. Homoeo,Anacardium Ori,Liquid,FALSE,H-46-A-147,Homeopathic
976,Maxfair & Company Ltd. Homoeo,Asafoetida,Liquid,Asafoetida,H-46-A-148,Homeopathic
977,Maxfair & Company Ltd. Homoeo,Calotropis Gig,Liquid,FALSE,H-46-A-149,Homeopathic
978,Maxfair & Company Ltd. Homoeo,Chirata,Liquid,FALSE,H-46-A-150,Homeopathic
979,Maxfair & Company Ltd. Homoeo,Desmodium G,Liquid,FALSE,H-46-A-151,Homeopathic
980,Maxfair & Company Ltd. Homoeo,Dioscorea V,Liquid,FALSE,H-46-A-152,Homeopathic
981,Maxfair & Company Ltd. Homoeo,Euphrasia Off,Liquid,FALSE,H-46-A-153,Homeopathic
982,Maxfair & Company Ltd. Homoeo,Gelsemium,Liquid,Gelsemium Sempervirens,H-46-A-154,Homeopathic
983,Maxfair & Company Ltd. Homoeo,Abroma R,Liquid,FALSE,H-46-A-184,Homeopathic
984,Maxfair & Company Ltd. Homoeo,Acalypha Indica,Liquid,FALSE,H-46-A-185,Homeopathic
985,Maxfair & Company Ltd. Homoeo,Achyranthes,Liquid,FALSE,H-46-A-186,Homeopathic
986,Maxfair & Company Ltd. Homoeo,Aegle Folia,Liquid,FALSE,H-46-A-187,Homeopathic
987,Maxfair & Company Ltd. Homoeo,Aegle Mar,Liquid,FALSE,H-46-A-188,Homeopathic
988,Maxfair & Company Ltd. Homoeo,Aloe Soc,Liquid,Aloe Socotrina,H-46-A-189,Homeopathic
989,Maxfair & Company Ltd. Homoeo,Azadirachta,Liquid,FALSE,H-46-A-190,Homeopathic
990,Maxfair & Company Ltd. Homoeo,Balsum Peru,Liquid,Balsum Peru.,H-46-A-191,Homeopathic
991,Maxfair & Company Ltd. Homoeo,Bryophyllum/Patharkuchi,Liquid,FALSE,H-46-A-192,Homeopathic
992,Maxfair & Company Ltd. Homoeo,Caladium Seg,Liquid,FALSE,H-46-A-193,Homeopathic
993,Maxfair & Company Ltd. Homoeo,Cimicifuga R/Actaea R,Liquid,FALSE,H-46-A-194,Homeopathic
994,Maxfair & Company Ltd. Homoeo,Cinnamon/Cinnan\momum,Liquid,Cinnamon Oil,H-46-A-95,Homeopathic
995,Maxfair & Company Ltd. Homoeo,Cynodon Dactylon/Durba,Liquid,FALSE,H-46-A-196,Homeopathic
996,Maxfair & Company Ltd. Homoeo,Digitalis P,Liquid,FALSE,H-46-A-197,Homeopathic
997,Maxfair & Company Ltd. Homoeo,Drosera R,Liquid,FALSE,H-46-A-199,Homeopathic
998,Maxfair & Company Ltd. Homoeo,Ficus Indica,Liquid,Ficus Indica,H-46-A-200,Homeopathic
999,Maxfair & Company Ltd. Homoeo,Fucus Vesi,Liquid,FALSE,H-46-A-201,Homeopathic
1000,Maxfair & Company Ltd. Homoeo,Guaiacum,Liquid,FALSE,H-46-A-202,Homeopathic
1001,Maxfair & Company Ltd. Homoeo,Haritaki,Liquid,Haritaki,H-46-A-203,Homeopathic
1002,Maxfair & Company Ltd. Homoeo,Ocimum San,Liquid,FALSE,H-46-A-204,Homeopathic
1003,Maxfair & Company Ltd. Homoeo,Quassia Am,Liquid,FALSE,H-46-A-205,Homeopathic
1004,Maxfair & Company Ltd. Homoeo,Sanguinaria Can,Liquid,Sanguinaria Canadensis,H-46-A-206,Homeopathic
1005,Maxfair & Company Ltd. Homoeo,Alumina,Liquid,Alumina 3X,H-46-A-208,Homeopathic
1006,Maxfair & Company Ltd. Homoeo,Argent Nit 1X,Liquid,Argentum Nit.,H-46-A-215,Homeopathic
1007,Maxfair & Company Ltd. Homoeo,Aurum Met,Liquid,Aurum Metallicum 3X,H-46-A-218,Homeopathic
1008,Maxfair & Company Ltd. Homoeo,Baryta Carb,Liquid,Baryta Carbonica 3X,H-46-A-234,Homeopathic
1009,Maxfair & Company Ltd. Homoeo,Baryta IOD,Liquid,Baryta Iodata 3X,H-46-A-235,Homeopathic
1010,Maxfair & Company Ltd. Homoeo,Cal Carb,Liquid,Calcarea Carb,H-46-A-236,Homeopathic
1011,Maxfair & Company Ltd. Homoeo,Causticum 1X,Liquid,FALSE,H-46-A-239,Homeopathic
1012,Maxfair & Company Ltd. Homoeo,Cuprum Met,Liquid,Cuprum Metallicum 3X,H-46-A-240,Homeopathic
1013,Maxfair & Company Ltd. Homoeo,Kali Brom,Liquid,Kali Bromatum 3X,H-46-A-245,Homeopathic
1014,Maxfair & Company Ltd. Homoeo,Mag Carb,Liquid,Magnesia Carbonica 3X,H-46-A-247,Homeopathic
1015,Maxfair & Company Ltd. Homoeo,Merc Corr,Liquid,Merc Cor 3x,H-46-A-248,Homeopathic
1016,Maxfair & Company Ltd. Homoeo,Merc Dul,Liquid,Mercurius Dulcis 3X,H-46-A-249,Homeopathic
1017,Maxfair & Company Ltd. Homoeo,Merc Pot Iod,Liquid,Merc Pot Iod 3X,H-46-A-250,Homeopathic
1018,Maxfair & Company Ltd. Homoeo,Ginkomax,Tablet,Ginkgo,H-46-A-262,Homeopathic
1019,Maxfair & Company Ltd. Homoeo,Sabamax,Tablet,Sabal Serrulata,H-46-A-264,Homeopathic
1020,Maxfair & Company Ltd. Homoeo,Dolichos P,Tablet,Dolichos Pruriens,H-46-A-198,Homeopathic
1021,Maxfair & Company Ltd. Homoeo,Ammon Acet 2X,Tablet,Ammonium Aceticum,H-46-A-209,Homeopathic
1022,Maxfair & Company Ltd. Homoeo,Ammon Benz,Tablet,Ammonium Benzoicum,H-46-A-210,Homeopathic
1023,Maxfair & Company Ltd. Homoeo,Ammon Carb,Tablet,Ammonium Carbonicum,H-46-A-211,Homeopathic
1024,Maxfair & Company Ltd. Homoeo,Ammon Caust 2X,Tablet,Ammonium Causticum,H-46-A-212,Homeopathic
1025,Maxfair & Company Ltd. Homoeo,Ammon Mur 1X,Tablet,Ammonium Muriaticum,H-46-A-213,Homeopathic
1026,Maxfair & Company Ltd. Homoeo,Ammon Phos,Tablet,Ammonium Phosphoricum,H-46-A-214,Homeopathic
1027,Maxfair & Company Ltd. Homoeo,Arsenic Alb,Tablet,Arsenicum Album,H-46-A-216,Homeopathic
1028,Maxfair & Company Ltd. Homoeo,ARS SULPH RUB,Liquid,Arsenicum Sulphuratum Rubrum 3X,H-46-A-217,Homeopathic
1029,Maxfair & Company Ltd. Homoeo,Acid Acetic 1X,Tablet,Aceticum Acidum,H-46-A-219,Homeopathic
1030,Maxfair & Company Ltd. Homoeo,Acid Benz 2X,Tablet,Acid Benzoic,H-46-A-220,Homeopathic
1031,Maxfair & Company Ltd. Homoeo,Acid Butyric 2X,Tablet,Butyricum Acidum,H-46-A-221,Homeopathic
1032,Maxfair & Company Ltd. Homoeo,Acid Chromic 2X,Tablet,Chromicum Acidum,H-46-A-222,Homeopathic
1033,Maxfair & Company Ltd. Homoeo,Acid Citricum 1X,Tablet,Citricum Acidum,H-46-A-223,Homeopathic
1034,Maxfair & Company Ltd. Homoeo,Acid Fluor 1X,Tablet,Hydrofluoricum Acidum,H-46-A-224,Homeopathic
1035,Maxfair & Company Ltd. Homoeo,Acid Formic 1X,Tablet,Formicum Acidum,H-46-A-225,Homeopathic
1036,Maxfair & Company Ltd. Homoeo,Acid Lactic 1X,Tablet,Lacticum Acidum,H-46-A-226,Homeopathic
1037,Maxfair & Company Ltd. Homoeo,Acid Mur 1X,Tablet,Muriaticum Acidum,H-46-A-227,Homeopathic
1038,Maxfair & Company Ltd. Homoeo,Acid Oxalic 1X,Tablet,Oxalicum Acidum,H-46-A-228,Homeopathic
1039,Maxfair & Company Ltd. Homoeo,Acid Picric 2X,Tablet,Picricum Acidum,H-46-A-229,Homeopathic
1040,Maxfair & Company Ltd. Homoeo,Acid Salicylic 1X,Tablet,Salicylicum Acidum,H-46-A-230,Homeopathic
1041,Maxfair & Company Ltd. Homoeo,Acid Sulph 1X,Tablet,Acid Sulph.,H-46-A-231,Homeopathic
1042,Maxfair & Company Ltd. Homoeo,Acid TArt 1X,Tablet,Tartaricum Acidum,H-46-A-233,Homeopathic
1043,Maxfair & Company Ltd. Homoeo,Cal Hypophos 2X,Tablet,Calcarea Hypophosphorosa,H-46-A-237,Homeopathic
1044,Maxfair & Company Ltd. Homoeo,Cuprum Sulph 2X,Tablet,Cuprum Sulphuricum,H-46-A-241,Homeopathic
1045,Maxfair & Company Ltd. Homoeo,Ferrum Ars,Tablet,Ferrum Arsenicicum,H-46-A-242,Homeopathic
1046,Maxfair & Company Ltd. Homoeo,Ferrum Mur 1X,Tablet,Ferrum Muriaticum,H-46-A-243,Homeopathic
1047,Maxfair & Company Ltd. Homoeo,Formalin 2X,Tablet,Alcohol Content,H-46-A-244,Homeopathic
1048,Maxfair & Company Ltd. Homoeo,Kali Iod 1X,Tablet,Kali Iodatum,H-46-A-246,Homeopathic
1049,Maxfair & Company Ltd. Homoeo,Naphthalinum 2X,Tablet,Naphthalene,H-46-A-251,Homeopathic
1050,Maxfair & Company Ltd. Homoeo,Natrum Carb 1X,Tablet,Natrum Carbonicum,H-46-A-252,Homeopathic
1051,Maxfair & Company Ltd. Homoeo,Nat Nit 1X,Tablet,Natrum Nitricum,H-46-A-253,Homeopathic
1052,Maxfair & Company Ltd. Homoeo,Petroleum 1X,Tablet,FALSE,H-46-A-254,Homeopathic
1053,Maxfair & Company Ltd. Homoeo,Phosphorus 3X,Tablet,Phosphorus,H-46-A-255,Homeopathic
1054,Maxfair & Company Ltd. Homoeo,Sulphur Iod 3X,Tablet,FALSE,H-46-A-256,Homeopathic
1055,Maxfair & Company Ltd. Homoeo,Tellurium,Tablet,Tellurium 3X,H-46-A-257,Homeopathic
1056,Maxfair & Company Ltd. Homoeo,Terebinthina 1X,Tablet,Terebinthina,H-46-A-258,Homeopathic
1057,Maxfair & Company Ltd. Homoeo,"Zinomax 1X, 2X, 3X, 6X",Tablet,Zinomax,H-46-A-260,Homeopathic
1058,Maxfair & Company Ltd. Homoeo,"Cardomax 1X, 2X, 3X, 6X",Tablet,Cardomax,H-46-A-261,Homeopathic
1059,Maxfair & Company Ltd. Homoeo,"Nervomax 1X, 2X, 3X, 6X",Tablet,Nervomax,H-46-A-263,Homeopathic
1060,Maxfair & Company Ltd. Homoeo,Globules,Solid,Globules,H-46-A-52,Homeopathic
1061,Maxfair & Company Ltd. Homoeo,Acid Carb 2X,Liquid,Acid Carb 2X (Acidum Carbolicum),H-46-A-145,Homeopathic
1062,Maxfair & Company Ltd. Homoeo,GUNPOWDER,Tablet,Gun Powder,H-46-A-109,Homeopathic
1063,Maxfair & Company Ltd. Homoeo,HEKLA LAVA,Tablet,Hekla Lava/Hecla Lava,H-46-A-110,Homeopathic
1064,Maxfair & Company Ltd. Homoeo,KALI BICHROM,Liquid,Kali Bich,H-46-A-112,Homeopathic
1065,Maxfair & Company Ltd. Homoeo,HOLARRHENA ANTIDYSENTERICA,Liquid,FALSE,H-46-A-113,Homeopathic
1066,Maxfair & Company Ltd. Homoeo,Lecithin,Liquid,FALSE,H-46-A-114,Homeopathic
1067,Maxfair & Company Ltd. Homoeo,Lycopodium Clavatum,Liquid,FALSE,H-46-A-115,Homeopathic
1068,Maxfair & Company Ltd. Homoeo,Millefolium,Liquid,FALSE,H-46-A-116,Homeopathic
1069,Maxfair & Company Ltd. Homoeo,Myristica Sebifera,Liquid,FALSE,H-46-A-117,Homeopathic
1070,Maxfair & Company Ltd. Homoeo,Teucrium Marum Verum,Liquid,FALSE,H-46-A-118,Homeopathic
1071,Maxfair & Company Ltd. Homoeo,Viburnum Opulus,Liquid,FALSE,H-46-A-119,Homeopathic
1072,Maxfair & Company Ltd. Homoeo,Xanthoxylum Fraxineum,Liquid,FALSE,H-46-A-120,Homeopathic
1073,Maxfair & Company Ltd. Homoeo,MENTOMAX,Liquid,FALSE,H-46-A-121,Homeopathic
1074,Maxfair & Company Ltd. Homoeo,AZOMIN,Liquid,Aconite Nap 6x + Bryonia 6x + Eupatorium purp 6x + Gelsemium 6x + Ipecac 6X + Phosphorus 12x,H-46-A-122,Homeopathic
