SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
1276,Biocare Ayurvedic,Surge,Tablet,Cowhage,AY-218-A-016,Ayurvedic
1277,Biocare Ayurvedic,Bio-Lina,Capsule,Spirulina,AY-218-A-017,Ayurvedic
1278,Biocare Ayurvedic,PG-Cap,Capsule,Ginseng,AY-218-A-018,Ayurvedic
1279,Biocare Ayurvedic,Bio-Mit,Capsule,Brewers Yeast,AY-218-A-019,Ayurvedic
1280,Biocare Ayurvedic,Diasy,Tablet,Jambolan / Syzygium,AY-218-A-020,Ayurvedic
1281,Biocare Ayurvedic,Bio-Roxil,Tablet,Negundu/Vitex,AY-218-A-021,Ayurvedic
1282,Biocare Ayurvedic,Cay-Cap,Capsule,Capsicum 500 mg,AY-218-A-022,Ayurvedic
1283,Biocare Ayurvedic,Aloe-Care,Tablet,Aloe,AY-218-A-023,Ayurvedic
1284,Biocare Ayurvedic,Bio-Thistle,Capsule,Milk Thistle 70 mg,AY-218-A-024,Ayurvedic
1285,Biocare Ayurvedic,Bio Oxid,Liquid,Amalaki Rasayan,AY-218-A-025,Ayurvedic
1286,Biocare Ayurvedic,Coral Pak,Capsule,Cat's Claw,AY-218-A-026,Ayurvedic
1287,Biocare Ayurvedic,Bio Lacto,Capsule,Asparagus,AY-218-A-027,Ayurvedic
1288,Biocare Ayurvedic,Tostic,Capsule,Chirata,AY-218-A-028,Ayurvedic
1289,Biocare Ayurvedic,CPT Cap,Capsule,Chaste Tree,AY-218-A-029,Ayurvedic
1290,Biocare Ayurvedic,Glue Cap,Capsule,Devil's Claw,AY-218-A-030,Ayurvedic
1291,Biocare Ayurvedic,Koni Cap,Capsule,Thankuni,AY-218-A-031,Ayurvedic
1292,Biocare Ayurvedic,Gulgel,Powder,Isabgul Plane,AY-218-A-032,Ayurvedic
1293,Biocare Ayurvedic,PG-Ten,Liquid,Ginseng,AY-218-A-033,Ayurvedic
1294,Biocare Ayurvedic,Meto Cap,Capsule,Saw Palmetto,AY-218-A-034,Ayurvedic
1295,Biocare Ayurvedic,Jet Mix,Capsule,Arkabhasma Jog,AY-218-A-035,Ayurvedic
1296,Biocare Ayurvedic,Oniton,Capsule,Swaskaschintamoni,AY-218-A-036,Ayurvedic
1297,Biocare Ayurvedic,Ras-ber,Capsule,Pradarantak Ras,AY-218-A-037,Ayurvedic
1298,Biocare Ayurvedic,All Care,Capsule,Nigella,AY-218-A-038,Ayurvedic
1299,"Biocell Ayurvedic Ltd.,(Ay)",Monacell,Tablet,Astragalus,AY-18-A-001,Ayurvedic
1300,"Biocell Ayurvedic Ltd.,(Ay)",Gcell,Tablet,Pipermint/Pudina,AY-18-A-002,Ayurvedic
1301,"Biocell Ayurvedic Ltd.,(Ay)",Pilocell,Tablet,Arshahara Bati,AY-18-A-003,Ayurvedic
1302,"Biocell Ayurvedic Ltd.,(Ay)",Angicell,Tablet,Sarpagondha,AY-18-A-004,Ayurvedic
1303,"Biocell Ayurvedic Ltd.,(Ay)",Nemocell,Tablet,Neem,AY-18-A-005,Ayurvedic
1304,"Biocell Ayurvedic Ltd.,(Ay)",Calwell,Tablet,Cat's Claw,AY-18-A-006,Ayurvedic
1305,"Biocell Ayurvedic Ltd.,(Ay)",Libilax,Capsule,Ashwagandha (Winter Cherry),AY-18-A-007,Ayurvedic
1306,"Biocell Ayurvedic Ltd.,(Ay)",Enfort,Capsule,Sotamul,AY-18-A-008,Ayurvedic
1307,"Biocell Ayurvedic Ltd.,(Ay)",Bflam,Capsule,Puncture Vine,AY-18-A-009,Ayurvedic
1308,"Biocell Ayurvedic Ltd.,(Ay)",Devilo,Capsule,Devil's Claw,AY-18-A-010,Ayurvedic
1309,"Biocell Ayurvedic Ltd.,(Ay)",Dinolax,Capsule,Jambolan / Syzygium,AY-18-A-011,Ayurvedic
1310,"Biocell Ayurvedic Ltd.,(Ay)",Yagel,Capsule,Yarrow,AY-18-A-012,Ayurvedic
1311,"Biocell Ayurvedic Ltd.,(Ay)",Sukracell,Semi-Solid,Sukrasanjibani Modak,AY-18-A-013,Ayurvedic
1312,"Biocell Ayurvedic Ltd.,(Ay)",Fibrocell,Powder,Isabgul Plane,AY-18-A-014,Ayurvedic
1313,"Biocell Ayurvedic Ltd.,(Ay)",Lefort,Liquid,Jatamangsi Arka,AY-18-A-015,Ayurvedic
1314,"Biocell Ayurvedic Ltd.,(Ay)",Enfort,Liquid,Asparagus,AY-18-A-016,Ayurvedic
1315,"Biocell Ayurvedic Ltd.,(Ay)",Menocell,Liquid,Ashokarista,AY-18-A-017,Ayurvedic
1316,"Biocell Ayurvedic Ltd.,(Ay)",Puricell,Liquid,Saribadyarista,AY-18-A-018,Ayurvedic
1317,"Biocell Ayurvedic Ltd.,(Ay)",Ticovas,Liquid,Vasakarista / Vasakasav,AY-18-A-019,Ayurvedic
1318,"Biocell Ayurvedic Ltd.,(Ay)",Silitop,Liquid,Milk Thistle,AY-18-A-020,Ayurvedic
1319,Bioharbs Ayurvedic,Cofout,Liquid,Vasakarista / Vasakasav,AY-129-A-001,Ayurvedic
1320,Bioharbs Ayurvedic,Mustakarista,Liquid,Mustakarista,AY-129-A-002,Ayurvedic
1321,Bioharbs Ayurvedic,Lycoria,Liquid,Ashokarista,AY-129-A-003,Ayurvedic
1322,Bioharbs Ayurvedic,Ayurvit,Liquid,Balarista,AY-129-A-004,Ayurvedic
1323,Bioharbs Ayurvedic,Ayu-Ron,Liquid,Louhasav,AY-129-A-005,Ayurvedic
1324,Bioharbs Ayurvedic,Biorin,Liquid,Kutajarista,AY-129-A-006,Ayurvedic
1325,Bioharbs Ayurvedic,Mysec,Capsule,Chirata,AY-129-A-021,Ayurvedic
1326,Bioharbs Ayurvedic,Obye,Capsule,Thankuni 500 mg,AY-129-A-022,Ayurvedic
1327,Bioharbs Ayurvedic,Bio-6,Tablet,Sotamul,AY-129-A-023,Ayurvedic
1328,Bioharbs Ayurvedic,Bio-Erex,Capsule,Ashwagandha,AY-129-A-024,Ayurvedic
1329,Bioharbs Ayurvedic,Allkhus,Capsule,Cowhage,AY-129-A-025,Ayurvedic
1330,Bioharbs Ayurvedic,Ezeegut,Capsule,Cat's Claw,AY-129-A-026,Ayurvedic
1331,Bioharbs Ayurvedic,KaiPain,Capsule,Capsicum 500 mg,AY-129-A-027,Ayurvedic
1332,Bioharbs Ayurvedic,Wellcof DS,Liquid,Draksharista,AY-129-A-028,Ayurvedic
1333,Bioharbs Ayurvedic,Bioliv Plus,Liquid,Milk Thistle,AY-129-A-029,Ayurvedic
1334,Bioharbs Ayurvedic,Biokids,Liquid,Water Cress,AY-129-A-030,Ayurvedic
1335,Bioharbs Ayurvedic,AmlaQ,Liquid,Amalaki Rasayan,AY-129-A-031,Ayurvedic
1336,Bioharbs Ayurvedic,Bio Orjuna,Liquid,Arjunarista,AY-129-A-032,Ayurvedic
1337,Bioharbs Ayurvedic,Multi Fort,Liquid,Fig,AY-129-A-033,Ayurvedic
1338,Bioharbs Ayurvedic,PriveVit,Liquid,Arq Poodina,AY-129-A-035,Ayurvedic
1339,Bioharbs Ayurvedic,HBP Nil,Tablet,Rauwolfia,AY-129-A-036,Ayurvedic
1340,Bioharbs Ayurvedic,Mytone Plus,Tablet,Chinese Rhubarb (China Raucini),AY-129-A-037,Ayurvedic
1341,Bioharbs Ayurvedic,BioME,Tablet,Artichoke,AY-129-A-038,Ayurvedic
1342,Bioharbs Ayurvedic,Biovex,Tablet,Cowhage,AY-129-\A-039,Ayurvedic
1343,Bioharbs Ayurvedic,BioMove,Tablet,Cat's Claw,AY-129-A-041,Ayurvedic
1344,Bioharbs Ayurvedic,Biocalm,Tablet,Belladonna,AY-129-A-043,Ayurvedic
1345,Bioharbs Ayurvedic,Eribone,Tablet,Devil's Claw,AY-129-A-042,Ayurvedic
1346,Bioharbs Ayurvedic,Branogin,Tablet,Ginkgo Biloba,AY-129-A-044,Ayurvedic
1347,Bioharbs Ayurvedic,Amaru,Tablet,Ashwagandha,AY-129-A-045,Ayurvedic
1348,Bioharbs Ayurvedic,Diafree,Tablet,Jambolan / Syzygium,AY-129-A-046,Ayurvedic
1349,Bioharbs Ayurvedic,Licobye,Tablet,Bengle Quince,AY-129-A-047,Ayurvedic
1350,Bioharbs Ayurvedic,Kab,Tablet,Kalamegh,AY-129-A-048,Ayurvedic
1351,Bioharbs Ayurvedic,Dyoff,Tablet,Kurchi,AY-129-A-049,Ayurvedic
1352,Bioharbs Ayurvedic,Duob,Tablet,Jayphal,AY-129-A-050,Ayurvedic
1353,Bioharbs Ayurvedic,Liqu-joy,Powder,Hwema Drink 2 gm/100 ml,AY-129-A-007,Ayurvedic
1354,Bioharbs Ayurvedic,Bio Tulsi,Powder,Sage (Bhui Tulsi),AY-129-A-008,Ayurvedic
1355,Bioharbs Ayurvedic,Bioplus,Liquid,Bhimras,AY-129-A-009,Ayurvedic
1356,Bioharbs Ayurvedic,Moho,Liquid,Sanjivani Rasayan,AY-129-A-010,Ayurvedic
1357,Bioharbs Ayurvedic,Lackme,Liquid,Aswagandharista,AY-129-A-011,Ayurvedic
1358,Bioharbs Ayurvedic,Himosev,Liquid,Saribadyarista,AY-129-A-012,Ayurvedic
1359,Bioharbs Ayurvedic,Biotine Plus,Liquid,Dasamularista,AY-129-A-013,Ayurvedic
1360,Bioharbs Ayurvedic,Bton Plus,Liquid,Upasam,AY-129-A-014,Ayurvedic
1361,Bioharbs Ayurvedic,Phalarista,Liquid,Phalarista,AY-129-A-015,Ayurvedic
1362,Bioharbs Ayurvedic,Biokuli,Liquid,Chandanasav,AY-129-A-016,Ayurvedic
1363,Bioharbs Ayurvedic,Hyliv,Liquid,Kalameghasav,AY-129-A-017,Ayurvedic
1364,Bioharbs Ayurvedic,Try,Capsule,Gohkshura Seed,AY-129-A-018,Ayurvedic
1365,Bioharbs Ayurvedic,Prosto Aid,Capsule,Saw Palmetto 160 mg,AY-129-A-019,Ayurvedic
1366,Bioharbs Ayurvedic,Allergnil,Capsule,Nimbadi Churna,AY-129-A-020,Ayurvedic
1367,Bioharbs Ayurvedic,Ayur Rajoprabartini,Tablet,Raja Prabartini Bati,AY-129-A-051,Ayurvedic
1368,Bioharbs Ayurvedic,Fefort,Tablet,Puncture Vine,AY-129-A-052,Ayurvedic
1369,Bioharbs Ayurvedic,Mensolve,Tablet,Chaste Tree,AY-129-A-053,Ayurvedic
1370,Bioharbs Ayurvedic,Omegafort,Tablet,Hwema Bark 400 mg,AY-129-A-054,Ayurvedic
1371,Bioharbs Ayurvedic,Calcisea,Tablet,Colchicum,AY-129-A-055,Ayurvedic
1372,Bioharbs Ayurvedic,Depsit 5,Tablet,Kava Kava,AY-129-A-056,Ayurvedic
1373,Bioharbs Ayurvedic,Dyspepril,Tablet,Nut Meg,AY-129-A-057,Ayurvedic
1374,Bioharbs Ayurvedic,Bonguard,Tablet,Catnip,AY-129-A-058,Ayurvedic
1375,Bioharbs Ayurvedic,Bioamino,Capsule,Yarrow,AY-129-A-059,Ayurvedic
1376,Bioharbs Ayurvedic,Eficor-DS,Capsule,Angelica,AY-129-A-060,Ayurvedic
1377,Bioharbs Ayurvedic,Essomessec,Capsule,Amlapittantak Ras,AY-129-A-061,Ayurvedic
1378,Bioharbs Ayurvedic,Zincpep,Liquid,Amritavalli,AY-129-A-062,Ayurvedic
1379,Bioharbs Ayurvedic,Ayur Basok,Liquid,Vasaka / Jastishia,AY-129-A-063,Ayurvedic
1380,Bioharbs Ayurvedic,Femron,Liquid,Ushirasav,AY-129-A-064,Ayurvedic
1381,Bioharbs Ayurvedic,Bronkill,Liquid,Basadi Kwath,AY-129-A-065,Ayurvedic
1382,Bioharbs Ayurvedic,Ayur Kalomegh,Liquid,Kalamegh,AY-129-A-066,Ayurvedic
1383,Bioharbs Ayurvedic,Kidozyme,Liquid,Jamani Arka,AY-129-A-067,Ayurvedic
1384,Bioharbs Ayurvedic,Urokuly,Liquid,Trina Panchamul Kwath,AY-129-A-068,Ayurvedic
1385,Bioharbs Ayurvedic,Heamion,Liquid,Manjisthasav,AY-129-A-069,Ayurvedic
1386,Bioharbs Ayurvedic,Vitme,Liquid,Asparagus,AY-129-A-070,Ayurvedic
1387,Bioharbs Ayurvedic,Gasofree,Liquid,Dasanga Kwath,AY-129-A-071,Ayurvedic
1388,Bioharbs Ayurvedic,Ayur Sukrasanjiban,Semi-Solid,Sukrasanjibani Modak,AY-129-A-072,Ayurvedic
1389,Bioharbs Ayurvedic,Ayur Chyabanprash,Semi-Solid,Chyabanprash,AY-129-A-073,Ayurvedic
1390,Bioharbs Ayurvedic,Viv,Ointment,Witch Hazel/Hamomelis,AY-129-A-074,Ayurvedic
1391,Bioharbs Ayurvedic,Moovfree,Ointment,Capsicum / Cayeni,AY-129-A-075,Ayurvedic
1392,Bioharbs Ayurvedic,Kenozole,Ointment,Comfrey,AY-129-A-076,Ayurvedic
1393,Bioharbs Ayurvedic,Biogoree,Ointment,Avocado,AY-129-A-077,Ayurvedic
1394,Bioharbs Ayurvedic,Septisef,Ointment,Marigold,AY-129-A-078,Ayurvedic
1395,Bioharbs Ayurvedic,Peinioil,Oil (Liquid),Mahabatari Taila,AY-129-A-079,Ayurvedic
1396,Bioharbs Ayurvedic,Hairmax,Oil (Liquid),Himsagar Taila,AY-129-A-080,Ayurvedic
1397,Biomedics Pharmaceuticals (Ay),Famdis,Syrup,Patrangasav,AY-028-A-001,Ayurvedic
1398,Biomedics Pharmaceuticals (Ay),APL,Tablet,Amlapittantak Louha,AY-018-A-002,Ayurvedic
1399,Biomedics Pharmaceuticals (Ay),Bioton,Syrup,Balarista,AY-018-A-003,Ayurvedic
1400,Biomedics Pharmaceuticals (Ay),Bliv-10,Syrup,Rohitakarista,AY-018-A-004,Ayurvedic
1401,Biomedics Pharmaceuticals (Ay),Biochabon,Semi-Solid,Chyabanprash,AY-018-A-005,Ayurvedic
1402,Biomedics Pharmaceuticals (Ay),BM Basaka,Syrup,Vasakarista / Vasakasav,AY-018-A-006,Ayurvedic
1403,Biomedics Pharmaceuticals (Ay),Nephrid,Syrup,Chandanasav,AY-018-A-007,Ayurvedic
1404,Biomedics Pharmaceuticals (Ay),Testoron,Syrup,Aswagandharista,AY-018-A-008,Ayurvedic
1405,Biomedics Pharmaceuticals (Ay),Sufferex,Syrup,Saribadyarista,AY-018-A-009,Ayurvedic
1406,Biomedics Pharmaceuticals (Ay),Amlacon,Syrup,Amalaki Rasayan,AY-018-A-010,Ayurvedic
1407,Biomedics Pharmaceuticals (Ay),Biozym,Syrup,Mustakarista,AY-018-A-011,Ayurvedic
1408,Biomedics Pharmaceuticals (Ay),Diabina,Syrup,Jambadyarista,AY-018-A-012,Ayurvedic
1409,Biomedics Pharmaceuticals (Ay),Mantox,Capsule,Ratibilas Bati,AY-18-A-013,Ayurvedic
1410,Biomedics Pharmaceuticals (Ay),Disbin,Syrup,Kutajarista,AY-18-A-014,Ayurvedic
1411,Biomedics Pharmaceuticals (Ay),Biocard,Syrup,Arjunarista,AY-18-A-015,Ayurvedic
1412,Biomedics Pharmaceuticals (Ay),Sparnid,Semi-Solid,Sukrasanjibani Modak,AY-100-A-016,Ayurvedic
1413,Biomedics Pharmaceuticals (Ay),Ramiton,Syrup,Bhimras,AY-18-A-017,Ayurvedic
1414,Biomedics Pharmaceuticals (Ay),Lipirex,Capsule,Joubansatadal,AY-18-A-018,Ayurvedic
1415,Biomedics Pharmaceuticals (Ay),Diakit,Capsule,Bahu Mutrantak Ras,AY-18-A-019,Ayurvedic
1416,Biomedics Pharmaceuticals (Ay),Biogold,Capsule,Saraswata Churna,AY-18-A-020,Ayurvedic
1417,Biomedics Pharmaceuticals (Ay),Holism,Capsule,Brihat Bangeswar,AY-18-A-021,Ayurvedic
1418,Biomedics Pharmaceuticals (Ay),Athmanor,Capsule,Swaskaschintamoni,AY-18-A-022,Ayurvedic
1419,Biomedics Pharmaceuticals (Ay),Arthorid,Capsule,Brihat Bat Chintamani,AY-18-A-023,Ayurvedic
1420,Biomedics Pharmaceuticals (Ay),Paildex,Capsule,Nabakarshik Guggulu,AY-18-A-024,Ayurvedic
1421,Biomedics Pharmaceuticals (Ay),BGT,Capsule,Devil's Claw,AY-18-A-026,Ayurvedic
1422,Biomedics Pharmaceuticals (Ay),Ducod,Capsule,Ginger,AY-18-A-025,Ayurvedic
1423,Biomedics Pharmaceuticals (Ay),Nemrox,Capsule,Nimbadi Churna,AY-18-A-027,Ayurvedic
1424,Biomedics Pharmaceuticals (Ay),Dicetol,Capsule,Horsetail,AY-18-A-028,Ayurvedic
1425,Biomedics Pharmaceuticals (Ay),Ninobi,Capsule,Ginkgo Biloba 120 mg,AY-18-A-029,Ayurvedic
1426,Biomedics Pharmaceuticals (Ay),Bheptro,Capsule,Milk Thistle 70 mg,AY-18-A-030,Ayurvedic
1427,Biomedics Pharmaceuticals (Ay),Gincinex,Capsule,Ginseng,AY-18-A-031,Ayurvedic
1428,BioScience Ayurvedic (Ay),Biovas,Liquid,Vasakarista / Vasakasav,AY-114-A-8,Ayurvedic
1429,BioScience Ayurvedic (Ay),Sofit,Capsule,Kamini Vidravan Ras,AY-114-A-9,Ayurvedic
1430,BioScience Ayurvedic (Ay),Sanovit,Capsule,Makardhwaj Rasayan,AY-114-A-10,Ayurvedic
1431,BioScience Ayurvedic (Ay),Oxycal,Capsule,Nagendra Bati,AY-114-A-11,Ayurvedic
1432,BioScience Ayurvedic (Ay),Leucos-B,Capsule,Pradarantak Louha,AY-114-A-12,Ayurvedic
1433,BioScience Ayurvedic (Ay),Biopolen,Capsule,Ratibilas Bati,AY-114-A-13,Ayurvedic
1434,BioScience Ayurvedic (Ay),Begel,Capsule,Lilabilas,AY-114-A-14,Ayurvedic
1435,BioScience Ayurvedic (Ay),Ayulax,Capsule,Icchabhedi Ras,AY-114-A-16,Ayurvedic
1436,BioScience Ayurvedic (Ay),Hylon,Capsule,Brihat Vat Gajangkush,AY-114-A-17,Ayurvedic
1437,BioScience Ayurvedic (Ay),Asmagon,Capsule,Swaskaschintamoni,AY-114-A-15,Ayurvedic
1438,BioScience Ayurvedic (Ay),Malvin,Liquid,Ashokarista,AY-114-A-1,Ayurvedic
1439,BioScience Ayurvedic (Ay),Cofindo,Liquid,Chandanasav,AY-114-A-2,Ayurvedic
1440,BioScience Ayurvedic (Ay),Asmo,Liquid,Kanakasav,AY-114-A-3,Ayurvedic
1441,BioScience Ayurvedic (Ay),Leucoss,Liquid,Patrangasav,AY-114-A-4,Ayurvedic
1442,BioScience Ayurvedic (Ay),Biosab,Liquid,Louhasav,AY-114-A-5,Ayurvedic
1443,BioScience Ayurvedic (Ay),Biorist,Liquid,Draksharista,AY-114-A-6,Ayurvedic
1444,BioScience Ayurvedic (Ay),Vitron,Liquid,Saribadyarista,AY-114-A-7,Ayurvedic
1445,BioScience Ayurvedic (Ay),Bio-Amalaki,Liquid,Amalaki Rasayan,AY-114-A-018,Ayurvedic
1446,BioScience Ayurvedic (Ay),Biofex,Liquid,Sanjivani Rasayan,AY-114-A-019,Ayurvedic
1447,BioScience Ayurvedic (Ay),Sanolax,Capsule,Sutashekar Ras,AY-114-A-020,Ayurvedic
1448,BioScience Ayurvedic (Ay),B-Ginseng,Capsule,Ginseng,AY-114-A-021,Ayurvedic
1449,BioScience Ayurvedic (Ay),Jointis,Capsule,Devil's Claw,AY-114-A-022,Ayurvedic
1450,BioScience Ayurvedic (Ay),Silimar,Capsule,Milk Thistle,AY-114-A-023,Ayurvedic
1451,BioScience Ayurvedic (Ay),Purex,Capsule,Puncture Vine,AY-114-A-024,Ayurvedic
1452,BioScience Ayurvedic (Ay),Spina,Capsule,Spirulina,AY-114-A-025,Ayurvedic
1453,BioScience Ayurvedic (Ay),Caspo,Liquid,Bhimras,AY-114-A-026,Ayurvedic
1454,BioScience Ayurvedic (Ay),Silion,Capsule,Guduchydi Louha,AY-114-A-027,Ayurvedic
1455,BioScience Ayurvedic (Ay),Hepanex,Capsule,Jakridari Louha,AY-114-A-028,Ayurvedic
1456,BioScience Ayurvedic (Ay),Aspanex,Capsule,Ashwagandha,AY-114-A-029,Ayurvedic
1457,BioScience Ayurvedic (Ay),Bio-Chirata,Capsule,Chirata,AY-114-A-030,Ayurvedic
1458,BioScience Ayurvedic (Ay),Gincer,Capsule,Ginkgo Biloba,AY-114-A-031,Ayurvedic
1459,BioScience Ayurvedic (Ay),Sunforte,Capsule,Asparagus,AY-114-A-032,Ayurvedic
1460,BioScience Ayurvedic (Ay),Sunforte,Liquid,Asparagus,AY-114-A-032,Ayurvedic
1461,BioScience Ayurvedic (Ay),Silimar,Liquid,Milk Thistle,AY-114-A-034,Ayurvedic
1462,BioScience Ayurvedic (Ay),Sybex,Liquid,Hwema Bark Drink,AY-114-A-035,Ayurvedic
1463,BioScience Ayurvedic (Ay),BS-Lichaton,Liquid,Amritastak Kwath,AY-114-A-051,Ayurvedic
1464,BioScience Ayurvedic (Ay),Favoton,Liquid,Aswagandadi Kwath,AY-114-A-052,Ayurvedic
1465,BioScience Ayurvedic (Ay),Lecopas,Liquid,Abala Sudha,AY-114-A-053,Ayurvedic
1466,BioScience Ayurvedic (Ay),BS-Fertex,Liquid,Upasam,AY-114-A-054,Ayurvedic
1467,BioScience Ayurvedic (Ay),Hepasab,Liquid,Kalameghasav,AY-114-A-055,Ayurvedic
1468,BioScience Ayurvedic (Ay),BS-Fantoz,Liquid,Brihat Batnasini,AY-114-A-056,Ayurvedic
1469,BioScience Ayurvedic (Ay),BS-Hemofex,Liquid,Manjisthasav,AY-114-A-057,Ayurvedic
1470,BioScience Ayurvedic (Ay),BS-Fertis,Capsule,Cowhage,AY-114-A-058,Ayurvedic
1471,BioScience Ayurvedic (Ay),BS-Casfit,Capsule,Thankuni,AY-114-A-059,Ayurvedic
1472,BioScience Ayurvedic (Ay),Biofort,Capsule,Wild Carrot,AY-114-A-060,Ayurvedic
1473,BioScience Ayurvedic (Ay),Ayumax,Capsule,Sage (Bhui Tulsi),AY-114-A-061,Ayurvedic
1474,BioScience Ayurvedic (Ay),BS-Anar,Capsule,Water Cress,AY-114-A-062,Ayurvedic
1475,BioScience Ayurvedic (Ay),BS-Khurma,Semi-Solid,Sukrasanjibani Modak,AY-114-A-063,Ayurvedic
1476,BioScience Ayurvedic (Ay),Sanji Modak,Semi-Solid,Sanjiban Modak,AY-114-A-064,Ayurvedic
1477,BioScience Ayurvedic (Ay),BS-Ganolax,Powder,Nagbaladya Churna,AY-114-A-065,Ayurvedic
1478,Biotech Pharmaceuticals (Ay),Balarista,Liquid,Balarista,AY-68-A-001,Ayurvedic
1479,Biotech Pharmaceuticals (Ay),Mustakarista,Liquid,Mustakarista,AY-68-A-002,Ayurvedic
1480,Biotech Pharmaceuticals (Ay),Bsok,Liquid,Vasakarista / Vasakasav,AY-68-A-003,Ayurvedic
1481,Biotech Pharmaceuticals (Ay),Biotil,Liquid,BrahmiRasayan / Sarswatarista,AY-68-A-004,Ayurvedic
1482,Biotech Pharmaceuticals (Ay),Diodil,Liquid,Vidangarista,AY-68-A-005,Ayurvedic
1483,Biotech Pharmaceuticals (Ay),Biosina,Capsule,Nabayas Louha,AY-68-A-006,Ayurvedic
1484,Biotech Pharmaceuticals (Ay),Bioga,Capsule,Ratibilas Bati,AY-68-A-007,Ayurvedic
1485,Biotech Pharmaceuticals (Ay),Lesbo,Capsule,Lilabilas,AY-68-A-008,Ayurvedic
1486,Biotech Pharmaceuticals (Ay),Diatis,Capsule,Bahu Mutrantak Ras,AY-68-A-009,Ayurvedic
1487,Biotech Pharmaceuticals (Ay),Biovian,Liquid,Chandanasav,AY-68-A-010,Ayurvedic
1488,Biotech Pharmaceuticals (Ay),Bioleu,Liquid,Patrangasav,AY-68-A-011,Ayurvedic
1489,Biotech Pharmaceuticals (Ay),Biocar,Liquid,Kalameghasav,AY-68-A-012,Ayurvedic
1490,Biotech Pharmaceuticals (Ay),Ginkolet,Capsule,Ginkgo Biloba,AY-68-A-013,Ayurvedic
1491,Biotech Pharmaceuticals (Ay),Livarip,Capsule,Milk Thistle 70 mg,AY-68-A-014,Ayurvedic
1492,Biotech Pharmaceuticals (Ay),Siplin,Capsule,Spirulina,AY-68-A-015,Ayurvedic
1493,Biotech Pharmaceuticals (Ay),Panexgin,Capsule,Panax Ginseng,AY-68-A-016,Ayurvedic
1494,Biotech Pharmaceuticals (Ay),Pilrep,Capsule,Arshahara Bati,AY-68-A-017,Ayurvedic
1495,Biotech Pharmaceuticals (Ay),Nespical,Capsule,Sulantak Churna / Shankhadi Churna,AY-68-A-018,Ayurvedic
1496,Biotech Pharmaceuticals (Ay),Brenolia,Capsule,Saraswata Churna,AY-68-A-019,Ayurvedic
1497,Biotech Pharmaceuticals (Ay),Rupol,Capsule,Shibani Bati,AY-68-A-020,Ayurvedic
1498,Bitas Pharmaceuticals (Ayurvedic),Diska,Liquid,Kalameghasav,AY-213-A-001,Ayurvedic
1499,Bitas Pharmaceuticals (Ayurvedic),Bidoka,Liquid,Mustakarista,AY-213-A-002,Ayurvedic
1500,Bitas Pharmaceuticals (Ayurvedic),Tynet,Liquid,Dasamularista,AY-213-A-003,Ayurvedic
1501,Bitas Pharmaceuticals (Ayurvedic),Bhimled,Liquid,Bhimras,AY-213-A-004,Ayurvedic
1502,Bitas Pharmaceuticals (Ayurvedic),Bisan,Liquid,Chandanasav,AY-213-A-005,Ayurvedic
1503,Bitas Pharmaceuticals (Ayurvedic),Sweeton-M,Liquid,Balarista,AY-213-A-006,Ayurvedic
1504,Bitas Pharmaceuticals (Ayurvedic),PS-B,Liquid,Patrangasav,AY-213-A-007,Ayurvedic
1505,Bitas Pharmaceuticals (Ayurvedic),Ston,Liquid,Saribadyarista,AY-213-A-008,Ayurvedic
1506,Bitas Pharmaceuticals (Ayurvedic),Ruchika,Liquid,Amalaki Rasayan,AY-213-A-009,Ayurvedic
1507,Bitas Pharmaceuticals (Ayurvedic),Poplet,Liquid,Aswagandharista,AY-213-A-010,Ayurvedic
1508,Bitas Pharmaceuticals (Ayurvedic),Tax-B,Liquid,Vasakarista / Vasakasav,AY-213-A-011,Ayurvedic
1509,Bitas Pharmaceuticals (Ayurvedic),Qurist,Liquid,Ashokarista,AY-213-A-012,Ayurvedic
1510,Bitas Pharmaceuticals (Ayurvedic),CalTas,Capsule,Horsetail,AY-213-A-014,Ayurvedic
1511,Bitas Pharmaceuticals (Ayurvedic),LinTas,Capsule,Spirulina,AY-213-A-015,Ayurvedic
1512,Bitas Pharmaceuticals (Ayurvedic),WinTas,Capsule,Ashwagandha,AY-213-A-016,Ayurvedic
1513,Bitas Pharmaceuticals (Ayurvedic),ZinTas,Capsule,Ginger,AY-213-A-017,Ayurvedic
1514,Bitas Pharmaceuticals (Ayurvedic),Ginseng,Capsule,Ginseng,AY-213-A-018,Ayurvedic
1515,Bitas Pharmaceuticals (Ayurvedic),Lotas,Capsule,Chirata,AY-213-A-019,Ayurvedic
1516,Bitas Pharmaceuticals (Ayurvedic),TubiTas,Capsule,Artichoke,AY-213-A-020,Ayurvedic
1517,Bitas Pharmaceuticals (Ayurvedic),AnTas,Capsule,Cowhage,AY-213-A-021,Ayurvedic
1518,Bitas Pharmaceuticals (Ayurvedic),SoTas,Capsule,Chinese Rhubarb (China Raucini),AY-213-A-022,Ayurvedic
1519,Bitas Pharmaceuticals (Ayurvedic),Astragalus,Capsule,Astragalus,AY-213-A-023,Ayurvedic
1520,Bless Laboratories (Ay),Sido-B,Liquid,Balarista,AY-18-A-001,Ayurvedic
1521,Bless Laboratories (Ay),Arjunarista,Liquid,Arjunarista,AY-18-A-002,Ayurvedic
1522,Bless Laboratories (Ay),Himolin,Liquid,Louhasav,AY-18-A-003,Ayurvedic
